,roll_LH,pitch_LH,roll_RH,pitch_RH
0,165.33033299174605,-30.248682099028883,55.0910665289836,-32.45290942804574
1,165.96851715053,-30.318972153636604,54.722982993103514,-32.115913559840784
2,166.48651610997376,-30.37466933515209,54.452091400071176,-31.82901139037388
3,166.89413549157544,-30.41716079764515,54.26880859073864,-31.589593843003797
4,167.20118091683298,-30.44783369518557,54.16355140595795,-31.395051841089305
5,167.41745800724445,-30.468075181843158,54.12673668658116,-31.24277630798917
6,167.55277238430784,-30.479272411687713,54.14878127346033,-31.130158167062163
7,167.61692966952126,-30.48281253878904,54.22010200744749,-31.054588341667042
8,167.61973548438263,-30.480082717216934,54.331115729394696,-31.01345775516258
9,167.57099545039006,-30.4724701010412,54.472239280154,-31.004157330907546
10,167.48051518904154,-30.461361844331638,54.633889500577446,-31.024077992260704
11,167.3581003218351,-30.448145101158048,54.806483231517085,-31.07061066258082
12,167.21355647026854,-30.43420702559019,54.98043731382486,-31.14114626522659
13,166.45138230925204,-30.37110672333263,54.99141424895663,-31.204860078872006
14,166.65541886659582,-30.462410389042226,55.213985879377034,-31.282602982785043
15,167.12429087403828,-30.47566952886134,55.26625548248492,-31.490800531912893
16,166.93196221007224,-30.424227949028595,55.35137870586535,-31.693580080579178
17,167.0015215562373,-30.466773240422405,55.44435045502276,-31.802705487637034
18,166.70652088510718,-30.45556103483083,55.43083490690886,-31.91016134222097
19,166.62003248439996,-30.471913685144855,55.436739252247826,-32.071094947351924
20,166.79736553743703,-30.500452360416794,55.2314554159885,-32.29117686942563
21,166.97281046303098,-30.53784703549232,55.06275804846031,-32.37906624425373
22,166.86707637672265,-30.544191062258463,54.614990588079415,-32.46662668280542
23,166.6215994303912,-30.54176898877339,53.98377958992204,-32.578449315327724
24,166.45746857017394,-30.542707217622617,53.686056975971,-32.647437680908396
25,166.48105692924995,-30.546285261490443,53.59264194434006,-32.75313593243213
26,166.60086185086115,-30.539348218610673,53.58438399930658,-32.8210938781701
27,166.74518990554355,-30.52222778691513,53.521765117188636,-32.83481376558981
28,166.8617825781777,-30.509728932436364,53.58948024893726,-32.75805455582586
29,167.06742120731874,-30.498745740727045,53.19705295299682,-32.768938678913486
30,167.13194044913513,-30.494163980565258,52.39546969546467,-32.976527144943255
31,167.46199300354954,-30.51964461076538,51.8508783564585,-33.26553099920608
32,167.51545737376367,-30.54558877530088,51.90620376518162,-33.36424815674013
33,167.45171171836975,-30.57899461917766,51.90368570938331,-33.47786710746047
34,167.5309300997848,-30.60231488209188,51.65089815105958,-33.527348929727395
35,167.40605096675876,-30.6035482597054,51.16894269986067,-33.56472310497691
36,167.2978007846084,-30.591193386532396,50.860058278323606,-33.52161331200042
37,167.31187685349147,-30.600247051204317,50.62304125667614,-33.56350196904419
38,167.40647777438454,-30.61501700670447,51.13325281240543,-33.24909928093966
39,167.44153491344252,-30.604527301824657,51.35586701596063,-33.17234742967101
40,167.53254830649806,-30.59315588310044,52.11617897318577,-32.802733296025266
41,167.39932925347932,-30.568142340366446,53.12006947669348,-32.3524649236578
42,167.60199231857888,-30.547786751228287,54.40690547822097,-31.88691382537569
43,167.83194315490155,-30.49770708064124,55.70832158033974,-31.48428286318021
44,168.18227674281735,-30.454187259645465,56.74493277173134,-31.02482037828076
45,168.41619696832254,-30.438826588368087,57.757420831525266,-30.369756799469332
46,168.4770728882084,-30.41412969813598,58.77782689231208,-29.625721552446166
47,168.6787261573056,-30.39553410954742,60.00781760738843,-28.880986887694096
48,168.98371303563033,-30.369068168921213,61.33093969338197,-28.178818814173134
49,169.2565062958412,-30.331263978569986,62.55067008160497,-27.49361184842033
50,169.48240470803964,-30.296594755722747,63.101705723894646,-26.90228275178452
51,169.68525318550257,-30.280155902903804,63.000499203587694,-26.594488203512658
52,169.8699193576293,-30.273936905433782,62.65997430568556,-26.275126085047162
53,170.15517697397837,-30.25867693374788,61.53354134404939,-25.827160529016883
54,170.35936799383623,-30.24033951673168,60.32076202780641,-25.28568136057186
55,170.65314205498535,-30.224017779636807,59.56124088126485,-24.612179277609254
56,170.51368646822868,-30.193894365498092,58.7436860073371,-23.771381292661545
57,170.53484279670533,-30.17099634060557,57.44431715882591,-22.86627850259576
58,170.6583546383905,-30.13132493016302,55.99692136108978,-21.88305663569514
59,170.54123221333776,-30.094152965356734,54.98943821126311,-20.929539989850557
60,170.5763606964892,-30.07483431146319,54.408272662612376,-20.05290498430916
61,170.5962937501993,-30.056320670552537,54.02546143735188,-19.253472225764327
62,170.70285842382322,-30.0187740764519,54.226127367566576,-18.103376707111153
63,170.77434438498784,-29.983530410403322,54.12649107422733,-17.298080626814162
64,170.8626291786937,-29.989828812791476,54.69741259612925,-16.35882759028131
65,170.83006078882366,-30.012467502485045,55.36679680670499,-15.646582616125338
66,171.06549222965938,-30.038224290367975,56.15410368808859,-15.014517245038736
67,171.04877632104575,-30.0652614343128,56.681318160872024,-14.455156666295604
68,170.98575815320828,-30.104153856513854,56.98771658185322,-13.888306740529833
69,170.84973530642958,-30.15083878931295,57.6621382474508,-13.362170362230565
70,170.86030231712002,-30.202703920644208,58.298959397789645,-13.012951789010684
71,170.9281228950355,-30.262239742426647,58.958375640086956,-12.823429114834093
72,170.9380335447863,-30.312607611316906,59.338922287911174,-12.762230524914397
73,170.83787872856433,-30.340750645477254,59.452360786530036,-12.937922834810244
74,170.801514925582,-30.368663994269255,59.15293236826609,-13.29933453268287
75,170.87910904262083,-30.38912186190451,58.79032171543686,-13.784720726994822
76,170.9873236738656,-30.394060307183008,58.54076046752746,-13.855913571470637
77,171.09462068260376,-30.384712742301474,58.091361080198396,-13.699400666449135
78,171.12640595456713,-30.360470315606918,57.78944425743232,-13.654350441876952
79,171.03612850522182,-30.31354150522647,57.50733417169248,-13.728202828918294
80,170.92522708657484,-30.26789297944707,57.318879240931395,-13.726504256977936
81,170.81665609825023,-30.225417702797518,57.168487406786454,-13.713695109838405
82,170.68066832661057,-30.184661481685605,57.193451875650425,-13.708339995234812
83,170.5401839082534,-30.13738105213867,57.376231816768346,-13.683020219476056
84,170.38082746688917,-30.091003258394064,57.44757334542421,-13.576255319325295
85,170.17593392320188,-30.049164666419657,57.45051552203379,-13.426641556726453
86,170.04864041212826,-30.016298394242227,57.44383416464269,-13.264163582876416
87,169.84546258246294,-29.993278118739667,57.324305300922894,-13.255918171006345
88,169.66712235060206,-29.980871849938534,57.39218005458189,-13.116306089079192
89,169.56583777167157,-29.9728131380746,57.501031663477775,-12.954888695298994
90,169.51725743610658,-29.965181941186312,57.64735239357483,-12.763822890777048
91,169.43045743245455,-29.960023270200114,57.678618256773376,-12.516850918361163
92,169.33355085022393,-29.944202864445877,57.765296225232255,-12.23824698428446
